date,disaster_type,event_name,location,impact_area,severity_level,title,source,category,wind_speed,rainfall,casualties,damages,damages_normalized,url,scrape_time
2025-01-10,Cháy rừng,"Cháy rừng ở Mỹ: ""Bão lửa"" càn","Thái Bình, Bình Dương","Thái Bình, Bình Dương",Không xác định,"Thảm họa cháy rừng ở Mỹ: ""Bão lửa"" càn quét như địa ngục",Dân Trí,Thiên tai môi trường – con người gây ra,,,5 người chết,,,https://dantri.com.vn/the-gioi/tham-hoa-chay-rung-o-my-bao-lua-can-quet-nhu-dia-nguc-20250110070231147.htm,2025-12-06T14:38:45.479789
2025-04-17,Cháy rừng,"Cháy rừng ở Bắc Kạn
(Dân trí)",Bắc Kạn,Bắc Kạn,Không xác định,Một phụ nữ tử vong khi chữa cháy rừng ở Bắc Kạn,Dân Trí,Thiên tai môi trường – con người gây ra,,,,4 tỷ đồng,4.0,https://dantri.com.vn/thoi-su/mot-phu-nu-tu-vong-khi-chua-chay-rung-o-bac-kan-20250417152053753.htm,2025-12-06T14:38:46.683751
2025-04-16,Cháy rừng,Cháy rừng (Dân trí) - Lực lượn,"Hòa Bình, Hà Nam","Hòa Bình, Hà Nam",Không xác định,Hà Nam huy động lực lượng ngăn chặn cháy rừng,Dân Trí,Thiên tai môi trường – con người gây ra,,,,,,https://dantri.com.vn/thoi-su/ha-nam-huy-dong-luc-luong-ngan-chan-chay-rung-20250416202434375.htm,2025-12-06T14:38:47.910639
2025-12-06,Cháy rừng,,TP.HCM,TP.HCM,Không xác định,Cấp tốc tháo gỡ hàng trăm mét bẫy lưới các loài chim hoang dã ở TP.HCM,Thanh Niên,Thiên tai môi trường – con người gây ra,,,,,,https://thanhnien.vn/cap-toc-thao-go-hang-tram-met-bay-luoi-cac-loai-chim-hoang-da-o-tphcm-185251206102759105.htm,2025-12-06T14:37:59.916053
2025-03-27,Cháy rừng,Cháy rừng chết người,,Không xác định,Không xác định,Hàn Quốc dồn sức dập cháy rừng,Người Lao Động,Thiên tai môi trường – con người gây ra,,,,,,https://nld.com.vn/han-quoc-don-suc-dap-chay-rung-196250326212220971.htm,2025-12-06T14:38:56.979172
2025-07-22,Cháy rừng,Bão Fire,,Không xác định,Không xác định,Trợ thủ mới trong ứng phó cháy rừng,Người Lao Động,Thiên tai môi trường – con người gây ra,,,,,,https://nld.com.vn/tro-thu-moi-trong-ung-pho-chay-rung-196250721215611877.htm,2025-12-06T14:39:00.168667
2025-04-01,Cháy rừng,Cháy rừng lớn,,Không xác định,Không xác định,Cháy rừng gây thiệt hại nặng về sinh thái Hàn Quốc,Người Lao Động,Thiên tai môi trường – con người gây ra,,,"30 người chết, 45 người bị thương",,,https://nld.com.vn/chay-rung-gay-thiet-hai-nang-ve-sinh-thai-han-quoc-196250331211300544.htm,2025-12-06T14:39:04.785064
2025-04-16,Cháy rừng,Cháy rừng quy mô lớn và cơ qua,"Hà Nam, Hòa Bình","Hà Nam, Hòa Bình",Không xác định,Cháy rừng lan từ Hòa Bình sang Hà Nam,Người Lao Động,Thiên tai môi trường – con người gây ra,,,,,,https://nld.com.vn/chay-rung-lan-tu-hoa-binh-sang-ha-nam-196250416230311198.htm,2025-12-06T14:39:05.458620
2025-03-28,Cháy rừng,Cháy rừng bị xem là tồi tệ nhấ,,Không xác định,Không xác định,"Cháy rừng lan rộng ở Hàn Quốc, Nhật Bản",Người Lao Động,Thiên tai môi trường – con người gây ra,,,,,,https://nld.com.vn/chay-rung-lan-rong-o-han-quoc-nhat-ban-196250327200939167.htm,2025-12-06T14:39:08.048511
2025-08-11,Cháy rừng,Cháy rừng lớn nhất trong nhiều,,Không xác định,Không xác định,Nhiều nước căng mình chống cháy rừng,Người Lao Động,Thiên tai môi trường – con người gây ra,,,"489.000 người chết, 25 người bị thương",,,https://nld.com.vn/nhieu-nuoc-cang-minh-chong-chay-rung-196250810223100703.htm,2025-12-06T14:39:13.918495
2025-06-30,Cháy rừng,Cháy rừng ở Coeur d'Alene,,Không xác định,Không xác định,"Mỹ: Xả súng vào lính cứu hỏa đi dập cháy rừng, bắn chết ít nhất 2 người",Người Lao Động,Thiên tai môi trường – con người gây ra,,,2 người chết,,,https://nld.com.vn/my-xa-sung-vao-linh-cuu-hoa-di-dap-chay-rung-ban-chet-it-nhat-2-nguoi-1962506300749357.htm,2025-12-06T14:39:15.873322
2025-08-14,Cháy rừng,Cháy rừng lớn nhất trong năm đ,Miền Nam,Miền Nam,Không xác định,"Nắng nóng, cháy rừng hoành hành ở châu Âu",Người Lao Động,Thiên tai môi trường – con người gây ra,,,,,,https://nld.com.vn/nang-nong-chay-rung-hoanh-hanh-o-chau-au-196250813214839182.htm,2025-12-06T14:39:19.820739
2025-03-05,Cháy rừng,Cháy rừng ở mức cao,Sơn La,Sơn La,Không xác định,Huy động hơn 300 người khống chế đám cháy rừng,Người Lao Động,Thiên tai môi trường – con người gây ra,,,,,,https://nld.com.vn/huy-dong-hon-300-nguoi-khong-che-dam-chay-rung-196250305073301771.htm,2025-12-06T14:39:20.582431
2025-04-13,Cháy rừng,Bão Yagi,Quảng Ninh,Quảng Ninh,Không xác định,"Quảng Ninh liên tiếp xảy ra cháy rừng, hàng trăm người được huy động dập lửa",Người Lao Động,Thiên tai môi trường – con người gây ra,,,,,,https://nld.com.vn/lien-tiep-xay-ra-chay-rung-hang-tram-nguoi-duoc-huy-dong-dap-lua-196250413085112649.htm,2025-12-06T14:39:27.247650
2025-03-22,Cháy rừng,Cháy rừng được nhận định là do,Tuyên Quang,Tuyên Quang,Không xác định,Huy động trên 1.000 người chữa cháy rừng trong đêm,Người Lao Động,Thiên tai môi trường – con người gây ra,,,,,,https://nld.com.vn/huy-dong-tren-1000-nguoi-chua-chay-rung-trong-dem-196250322073252378.htm,2025-12-06T14:39:35.979587
2025-03-23,Cháy rừng,Cháy rừng đã thiêu rụi nhiều k,,Không xác định,Không xác định,Hàn Quốc: Cháy rừng với diện tích tương đương 4.600 sân bóng đá,Người Lao Động,Thiên tai môi trường – con người gây ra,,,6 người bị thương,,,https://nld.com.vn/han-quoc-chay-rung-voi-dien-tich-tuong-duong-4600-san-bong-da-196250323102328662.htm,2025-12-06T14:39:37.382602
2025-04-17,Cháy rừng,Cháy rừng xảy ra tại địa bàn p,"Hòa Bình, Hà Nam","Hòa Bình, Hà Nam",Không xác định,Đã khống chế được đám cháy rừng ở Hà Nam,Người Lao Động,Thiên tai môi trường – con người gây ra,,,,,,https://nld.com.vn/da-khong-che-duoc-dam-chay-rung-o-ha-nam-196250417081931823.htm,2025-12-06T14:39:38.114661
2025-04-01,Cháy rừng,,,Không xác định,Không xác định,Kịp thời dập tắt cháy rừng trên đồi 137,Quân Đội Nhân Dân,Thiên tai môi trường – con người gây ra,,,,,,https://www.qdnd.vn/nuoi-duong-van-hoa-bo-doi-cu-ho/hai-phong-bo-doi-phong-khong-khong-quan-kip-thoi-dap-tat-chay-rung-tren-doi-137-822168,2025-12-06T14:39:07.232884
2025-08-06,Cháy rừng,Cháy rừng tại xã Phú Vinh,,Không xác định,Không xác định,"Kịp thời dập tắt đám cháy rừng tại xã Phú Vinh, TP Huế",Quân Đội Nhân Dân,Thiên tai môi trường – con người gây ra,,,,,,https://www.qdnd.vn/xa-hoi/tin-tuc/kip-thoi-dap-tat-dam-chay-rung-tai-xa-phu-vinh-tp-hue-840248,2025-12-06T14:39:08.930663
2025-03-22,Cháy rừng,Cháy rừng ở thành phố Ulsan và,Tuyên Quang,Tuyên Quang,Không xác định,Hàn Quốc ban bố tình trạng thảm họa quốc gia do cháy rừng,Quân Đội Nhân Dân,Thiên tai môi trường – con người gây ra,,,,,,https://www.qdnd.vn/quoc-te/tin-tuc/han-quoc-ban-bo-tinh-trang-tham-hoa-quoc-gia-do-chay-rung-820719,2025-12-06T14:39:09.766755
2025-07-08,Cháy rừng,Cháy rừng trên địa bàn,"Nghệ An, Quảng Trị","Nghệ An, Quảng Trị",Không xác định,"Cán bộ, chiến sĩ Vùng 3 Hải quân giúp nhân dân chữa cháy rừng",Quân Đội Nhân Dân,Thiên tai môi trường – con người gây ra,,,,,,https://www.qdnd.vn/quoc-phong-an-ninh/tin-tuc/can-bo-chien-si-vung-3-hai-quan-giup-nhan-dan-chua-chay-rung-836139,2025-12-06T14:39:11.652949
2025-08-23,Cháy rừng,Cháy rừng tại xã Phú Lộc,Nghệ An,Nghệ An,Không xác định,Bộ đội Biên phòng TP Huế phối hợp dập tắt cháy rừng tại xã Phú Lộc,Quân Đội Nhân Dân,Thiên tai môi trường – con người gây ra,,,,0.3 tỷ đồng,0.3,https://www.qdnd.vn/xa-hoi/tin-tuc/bo-doi-bien-phong-tp-hue-phoi-hop-dap-tat-chay-rung-tai-xa-phu-loc-842700,2025-12-06T14:39:12.463634
2025-08-13,Cháy rừng,Cháy rừng phòng hộ tại xóm,"Nghệ An, Quảng Trị","Nghệ An, Quảng Trị",Không xác định,"Lữ đoàn Công binh 414, Quân khu 4: Huy động lực lượng chữa cháy rừng",Quân Đội Nhân Dân,Thiên tai môi trường – con người gây ra,,,,,,https://www.qdnd.vn/xa-hoi/tin-tuc/lu-doan-cong-binh-414-quan-khu-4-huy-dong-luc-luong-chua-chay-rung-841161,2025-12-06T14:39:13.341496
2025-03-22,Cháy rừng,Cháy rừng tại núi Nghiêm,Tuyên Quang,Tuyên Quang,Không xác định,Đã dập tắt đám cháy rừng ở núi Nghiêm (Tuyên Quang),Quân Đội Nhân Dân,Thiên tai môi trường – con người gây ra,,,,20 tỷ đồng,20.0,https://www.qdnd.vn/xa-hoi/tin-tuc/da-dap-tat-dam-chay-rung-o-nui-nghiem-tuyen-quang-820649,2025-12-06T14:39:15.121421
2024-08-03,Ô nhiễm môi trường nghiêm trọng,,Long An,Long An,Không xác định,Khởi tố giám đốc doanh nghiệp về tội gây ô nhiễm môi trường ở Long An,Sài Gòn Giải Phóng,Thiên tai môi trường – con người gây ra,,,,,,https://www.sggp.org.vn/khoi-to-giam-doc-doanh-nghiep-ve-toi-gay-o-nhiem-moi-truong-o-long-an-post752403.html,2025-12-06T14:39:58.710599
2025-01-25,Ô nhiễm môi trường nghiêm trọng,,"Đồng Nai, Bình Dương","Đồng Nai, Bình Dương",Không xác định,Xử lý nghiêm hành vi phạm pháp về bảo vệ môi trường trong việc xả nước thải,Sài Gòn Giải Phóng,Thiên tai môi trường – con người gây ra,,,,,,https://www.sggp.org.vn/xu-ly-nghiem-hanh-vi-pham-phap-ve-bao-ve-moi-truong-trong-viec-xa-nuoc-thai-post779511.html,2025-12-06T14:40:08.523199
2025-07-24,Ô nhiễm môi trường nghiêm trọng,,Vĩnh Long,Vĩnh Long,Không xác định,"Vụ bãi rác An Hiệp (Vĩnh Long) gây ô nhiễm môi trường: Hoàn thiện phủ bạt ao chôn lấp, xây kè ngăn sạt lở",Sài Gòn Giải Phóng,Thiên tai môi trường – con người gây ra,,,,,,https://www.sggp.org.vn/vu-bai-rac-an-hiep-vinh-long-gay-o-nhiem-moi-truong-hoan-thien-phu-bat-ao-chon-lap-xay-ke-ngan-sat-lo-post805145.html,2025-12-06T14:40:14.733001
2025-09-15,Ô nhiễm môi trường nghiêm trọng,,,Không xác định,Không xác định,Biến phế phẩm thủy sản thành tài nguyên tỷ đô,Sài Gòn Giải Phóng,Thiên tai môi trường – con người gây ra,,,,,,https://www.sggp.org.vn/bien-phe-pham-thuy-san-thanh-tai-nguyen-ty-do-post813013.html,2025-12-06T14:40:15.641760
2025-08-28,Ô nhiễm môi trường nghiêm trọng,,"Miền Nam, Hòa Bình, Hồ Chí Minh, Điện Biên, Miền Bắc","Miền Nam, Hòa Bình, Hồ Chí Minh, Điện Biên, Miền Bắc",Không xác định,"Chính phủ dưới sự lãnh đạo của Đảng - 80 năm hành trình vì nước, vì dân",Sài Gòn Giải Phóng,Thiên tai môi trường – con người gây ra,,,,,,https://www.sggp.org.vn/chinh-phu-duoi-su-lanh-dao-cua-dang-80-nam-hanh-trinh-vi-nuoc-vi-dan-post810506.html,2025-12-06T14:40:16.308340
2025-01-01,Ô nhiễm môi trường nghiêm trọng,,"Hưng Yên, Hòa Bình, Quảng Bình","Hưng Yên, Hòa Bình, Quảng Bình",Không xác định,"Đổi mới, sáng tạo, tăng tốc, bứt phá, đưa đất nước vững bước tiến vào kỷ nguyên vươn mình, phát triển giàu mạnh, văn minh, thịnh vượng của dân tộc",Sài Gòn Giải Phóng,Thiên tai môi trường – con người gây ra,,,,,,https://www.sggp.org.vn/doi-moi-sang-tao-tang-toc-but-pha-dua-dat-nuoc-vung-buoc-tien-vao-ky-nguyen-vuon-minh-phat-trien-giau-manh-van-minh-thinh-vuong-cua-dan-toc-post775818.html,2025-12-06T14:40:20.828041
2024-12-14,Ô nhiễm môi trường nghiêm trọng,,Ninh Thuận,Ninh Thuận,Không xác định,Vỏ hàu gây ô nhiễm đầm Nại,Sài Gòn Giải Phóng,Thiên tai môi trường – con người gây ra,,,,,,https://www.sggp.org.vn/vo-hau-gay-o-nhiem-dam-nai-post772946.html,2025-12-06T14:40:23.974178
2025-07-09,Ô nhiễm môi trường nghiêm trọng,,Hà Nội,Hà Nội,Không xác định,Hà Nội: Người dân tự nguyện giao nộp 25 tấn bánh kẹo hết hạn sử dụng,Sài Gòn Giải Phóng,Thiên tai môi trường – con người gây ra,,,,,,https://www.sggp.org.vn/ha-noi-nguoi-dan-tu-nguyen-giao-nop-25-tan-banh-keo-het-han-su-dung-post803119.html,2025-12-06T14:40:34.164780
2025-07-05,Ô nhiễm môi trường nghiêm trọng,,Lâm Đồng,Lâm Đồng,Không xác định,Thổi bụi vào người đi đường,Sài Gòn Giải Phóng,Thiên tai môi trường – con người gây ra,,,,,,https://www.sggp.org.vn/thoi-bui-vao-nguoi-di-duong-post802538.html,2025-12-06T14:40:36.331098
2025-07-12,Ô nhiễm môi trường nghiêm trọng,,Hà Nội,Hà Nội,Không xác định,"Thủ tướng yêu cầu điều tra, xử lý nghiêm vi phạm về môi trường",Sài Gòn Giải Phóng,Thiên tai môi trường – con người gây ra,,,,,,https://www.sggp.org.vn/thu-tuong-yeu-cau-dieu-tra-xu-ly-nghiem-vi-pham-ve-moi-truong-post803524.html,2025-12-06T14:40:38.893830
2025-08-01,Ô nhiễm môi trường nghiêm trọng,,Quảng Ngãi,Quảng Ngãi,Không xác định,Quảng Ngãi: Tăng cường xử lý tình trạng vứt heo chết ra môi trường,Sài Gòn Giải Phóng,Thiên tai môi trường – con người gây ra,,,,,,https://www.sggp.org.vn/quang-ngai-tang-cuong-xu-ly-tinh-trang-vut-heo-chet-ra-moi-truong-post806406.html,2025-12-06T14:40:39.567091
2023-12-01,Ô nhiễm môi trường nghiêm trọng,,Hà Tĩnh,Hà Tĩnh,Không xác định,"Bãi rác chất cao như núi, bốc mùi nằm gần khu dân cư",Sài Gòn Giải Phóng,Thiên tai môi trường – con người gây ra,,,,,,https://www.sggp.org.vn/bai-rac-chat-cao-nhu-nui-boc-mui-nam-gan-khu-dan-cu-post716545.html,2025-12-06T14:40:40.739008
2023-12-01,Ô nhiễm môi trường nghiêm trọng,,Hà Tĩnh,Hà Tĩnh,Không xác định,Bãi rác bốc mùi nằm gần khu dân cư,Sài Gòn Giải Phóng,Thiên tai môi trường – con người gây ra,,,,,,https://www.sggp.org.vn/bai-rac-boc-mui-nam-gan-khu-dan-cu-post716441.html,2025-12-06T14:40:43.276746
2025-10-28,Ô nhiễm môi trường nghiêm trọng,,Hà Nội,Hà Nội,Không xác định,Ô nhiễm không khí tại các thành phố lớn là thách thức nghiêm trọng,Sài Gòn Giải Phóng,Thiên tai môi trường – con người gây ra,,,,,,https://www.sggp.org.vn/o-nhiem-khong-khi-tai-cac-thanh-pho-lon-la-thach-thuc-nghiem-trong-post820315.html,2025-12-06T14:40:48.011570
2025-11-22,Ô nhiễm môi trường nghiêm trọng,,Cần Thơ,Cần Thơ,Không xác định,Cần Thơ: Phát hiện công ty chôn lấp chất thải gây ô nhiễm,Sài Gòn Giải Phóng,Thiên tai môi trường – con người gây ra,,,,,,https://www.sggp.org.vn/can-tho-phat-hien-cong-ty-chon-lap-chat-thai-gay-o-nhiem-post824893.html,2025-12-06T14:40:48.644483
2025-08-15,Ô nhiễm môi trường nghiêm trọng,,"Trung Bộ, Quảng Ngãi","Trung Bộ, Quảng Ngãi",Không xác định,"Hơn 200 đoàn viên, thanh niên ra quân dọn rác dọc bãi biển Quảng Ngãi",Sài Gòn Giải Phóng,Thiên tai môi trường – con người gây ra,,,,,,https://www.sggp.org.vn/hon-200-doan-vien-thanh-nien-ra-quan-don-rac-doc-bai-bien-quang-ngai-post808466.html,2025-12-06T14:40:51.984816
2023-12-19,Ô nhiễm môi trường nghiêm trọng,,Long An,Long An,Không xác định,Lén đổ rác quanh các khu công nghiệp,Sài Gòn Giải Phóng,Thiên tai môi trường – con người gây ra,,,,,,https://www.sggp.org.vn/len-do-rac-quanh-cac-khu-cong-nghiep-post718959.html,2025-12-06T14:40:56.046142
2025-10-02,Ô nhiễm môi trường nghiêm trọng,,"Quảng Nam, Đà Nẵng","Quảng Nam, Đà Nẵng",Không xác định,Đà Nẵng: Rác ùn ứ nhiều nơi do nhà máy xử lý ngừng tiếp nhận,Sài Gòn Giải Phóng,Thiên tai môi trường – con người gây ra,,,,,,https://www.sggp.org.vn/da-nang-rac-un-u-nhieu-noi-do-nha-may-xu-ly-ngung-tiep-nhan-post815989.html,2025-12-06T14:40:57.342524
2025-05-20,Ô nhiễm môi trường nghiêm trọng,,Quảng Trị,Quảng Trị,Không xác định,"Bụi than phủ kín nhà dân, trường học",Dân Trí,Thiên tai môi trường – con người gây ra,,,,,,https://dantri.com.vn/thoi-su/bui-than-phu-kin-nha-dan-truong-hoc-20250519162311481.htm,2025-12-06T14:40:06.224787
2025-09-27,Ô nhiễm môi trường nghiêm trọng,,"Hà Nam, Ninh Bình","Hà Nam, Ninh Bình",Không xác định,"Ninh Bình ""điểm danh"" hai cơ sở gây ô nhiễm môi trường nghiêm trọng",Dân Trí,Thiên tai môi trường – con người gây ra,,,,,,https://dantri.com.vn/thoi-su/ninh-binh-diem-danh-hai-co-so-gay-o-nhiem-moi-truong-nghiem-trong-20250926165007585.htm,2025-12-06T14:40:08.721805
2020-07-09,Ô nhiễm môi trường nghiêm trọng,Động đất nhỏ mỗi lần họ chạy,Hà Nội,Hà Nội,Không xác định,"Hà Nội: Doanh nghiệp ""đầu độc"" môi trường thất hứa, dân kêu khổ tận cùng!",Dân Trí,Thiên tai môi trường – con người gây ra,,,,,,https://dantri.com.vn/ban-doc/ha-noi-doanh-nghiep-dau-doc-moi-truong-that-hua-dan-keu-kho-tan-cung-20200708063419321.htm,2025-12-06T14:40:16.941951
2020-03-08,Ô nhiễm môi trường nghiêm trọng,,Hà Nội,Hà Nội,Không xác định,"Hà Nội: Doanh nghiệp sản xuất thực phẩm ""sạch"" gây ô nhiễm môi trường",Dân Trí,Thiên tai môi trường – con người gây ra,,,,,,https://dantri.com.vn/ban-doc/ha-noi-doanh-nghiep-san-xuat-thuc-pham-sach-gay-o-nhiem-moi-truong-20200306073100020.htm,2025-12-06T14:40:30.168598
2024-11-09,Ô nhiễm môi trường nghiêm trọng,,"Hưng Yên, Hà Nội, Bắc Ninh, Hải Dương","Hưng Yên, Hà Nội, Bắc Ninh, Hải Dương",Không xác định,"Dòng sông ""chết"" chảy giữa quận Long Biên và huyện Gia Lâm",Dân Trí,Thiên tai môi trường – con người gây ra,,,,,,https://dantri.com.vn/thoi-su/dong-song-chet-chay-giua-quan-long-bien-va-huyen-gia-lam-20241107180829813.htm,2025-12-06T14:40:38.301976
2021-04-06,Ô nhiễm môi trường nghiêm trọng,,Nghệ An,Nghệ An,Không xác định,"Kinh hãi dòng nước thải đen ngòm ""tuồn"" thẳng ra sông",Dân Trí,Thiên tai môi trường – con người gây ra,,,,,,https://dantri.com.vn/ban-doc/kinh-hai-dong-nuoc-thai-den-ngom-tuon-thang-ra-song-20210404225457714.htm,2025-12-06T14:41:01.570910
2025-03-22,Ô nhiễm môi trường nghiêm trọng,,Bắc Ninh,Bắc Ninh,Không xác định,"Xử lý nghiêm cán bộ buông lỏng quản lý, tiếp tay cho vi phạm gây ô nhiễm môi trường",Tuổi Trẻ,Thiên tai môi trường – con người gây ra,,,,,,https://tuoitre.vn/xu-ly-nghiem-can-bo-buong-long-quan-ly-tiep-tay-cho-vi-pham-gay-o-nhiem-moi-truong-20250322191929574.htm,2025-12-06T14:41:19.123364
2025-09-08,Ô nhiễm môi trường nghiêm trọng,,"Bình Dương, TP.HCM","Bình Dương, TP.HCM",Không xác định,TP.HCM đã xử lý 100% 43 cơ sở gây ô nhiễm môi trường nghiêm trọng,Tuổi Trẻ,Thiên tai môi trường – con người gây ra,,,,,,https://tuoitre.vn/tp-hcm-da-xu-ly-100-43-co-so-gay-o-nhiem-moi-truong-nghiem-trong-20250908174924514.htm,2025-12-06T14:41:21.653340
2025-09-04,Tràn dầu,,,Không xác định,Không xác định,TPHCM tăng cường xử lý sự cố hạ tầng kỹ thuật trong mùa mưa bão,Sài Gòn Giải Phóng,Thiên tai môi trường – con người gây ra,,,,,,https://www.sggp.org.vn/tphcm-tang-cuong-xu-ly-su-co-ha-tang-ky-thuat-trong-mua-mua-bao-post811610.html,2025-12-06T14:43:17.528405
2025-09-28,Tràn dầu,Bão Bualoi,"Thanh Hóa, Nghệ An, Quảng Trị, Hà Nội","Thanh Hóa, Nghệ An, Quảng Trị, Hà Nội",Không xác định,"Siêu thị tăng hàng, xăng dầu giữ vững nguồn cung",Sài Gòn Giải Phóng,Thiên tai môi trường – con người gây ra,,,,,,https://www.sggp.org.vn/sieu-thi-tang-hang-xang-dau-giu-vung-nguon-cung-post815185.html,2025-12-06T14:43:18.830522
2020-04-16,Tràn dầu,,Hòa Bình,Hòa Bình,Không xác định,"Cứ 1 triệu dân mới có 24 cán bộ bảo vệ môi trường, chưa bằng một phần mười Singapore",Sài Gòn Giải Phóng,Thiên tai môi trường – con người gây ra,,,,,,https://www.sggp.org.vn/cu-1-trieu-dan-moi-co-24-can-bo-bao-ve-moi-truong-chua-bang-mot-phan-muoi-singapore-post553093.html,2025-12-06T14:43:20.380967
2024-10-02,Tràn dầu,,,Không xác định,Không xác định,"Hướng dẫn điều tra, đánh giá thiệt hại và bồi thường sự cố tràn dầu",Sài Gòn Giải Phóng,Thiên tai môi trường – con người gây ra,,,,,,https://www.sggp.org.vn/huong-dan-dieu-tra-danh-gia-thiet-hai-va-boi-thuong-su-co-tran-dau-post761790.html,2025-12-06T14:43:27.295153
2025-11-06,Tràn dầu,,"Đắk Lắk, Quảng Ngãi, Đà Nẵng, Gia Lai, Trung Bộ","Đắk Lắk, Quảng Ngãi, Đà Nẵng, Gia Lai, Trung Bộ",Nghiêm trọng,Huy động tổng lực ứng phó với bão số 13,Sài Gòn Giải Phóng,Thiên tai môi trường – con người gây ra,"cấp 11, giật cấp 15",,,,,https://www.sggp.org.vn/huy-dong-tong-luc-ung-pho-voi-bao-so-13-post822074.html,2025-12-06T14:43:27.935541
2021-10-24,Tràn dầu,,"Hải Phòng, Nghệ An","Hải Phòng, Nghệ An",Không xác định,Khẩn trương tìm kiếm người mất tích trong vụ chìm sà lan ở huyện Cần Giờ,Sài Gòn Giải Phóng,Thiên tai môi trường – con người gây ra,,,1 người mất tích,,,https://www.sggp.org.vn/khan-truong-tim-kiem-nguoi-mat-tich-trong-vu-chim-sa-lan-o-huyen-can-gio-post614644.html,2025-12-06T14:43:28.580386
2023-12-02,Tràn dầu,,"Quảng Nam, Quảng Ngãi, Nam Định, Đà Nẵng","Quảng Nam, Quảng Ngãi, Nam Định, Đà Nẵng",Không xác định,Tàu nước ngoài bị hỏng máy trôi dạt vào đảo Cù Lao Chàm,Sài Gòn Giải Phóng,Thiên tai môi trường – con người gây ra,,,,,,https://www.sggp.org.vn/tau-nuoc-ngoai-bi-hong-may-troi-dat-vao-dao-cu-lao-cham-post716662.html,2025-12-06T14:43:29.220277
2023-01-31,Tràn dầu,,"Quảng Ngãi, Hải Phòng, Miền Trung","Quảng Ngãi, Hải Phòng, Miền Trung",Nhẹ,"Quảng Ngãi triển khai ứng phó, thu gom 8.000 lít dầu từ tàu Hoàng Gia 46 bị mắc cạn",Sài Gòn Giải Phóng,Thiên tai môi trường – con người gây ra,"cấp 6, giật cấp 7",,,,,https://www.sggp.org.vn/quang-ngai-trien-khai-ung-pho-thu-gom-8000-lit-dau-tu-tau-hoang-gia-46-bi-mac-can-post677187.html,2025-12-06T14:43:31.997119
2022-07-16,Tràn dầu,,"Trung Bộ, Khánh Hòa, Biển Đông, Hà Nội","Trung Bộ, Khánh Hòa, Biển Đông, Hà Nội",Không xác định,"Giả định gặp sự cố tràn dầu ở bến cảng Thọ Quang, Đà Nẵng ứng phó thế nào?",Sài Gòn Giải Phóng,Thiên tai môi trường – con người gây ra,,,4 người chết,,,https://www.sggp.org.vn/gia-dinh-gap-su-co-tran-dau-o-ben-cang-tho-quang-da-nang-ung-pho-the-nao-post644100.html,2025-12-06T14:43:32.624715
2022-10-26,Tràn dầu,,,Không xác định,Không xác định,Tăng cường chống tội phạm môi trường,Sài Gòn Giải Phóng,Thiên tai môi trường – con người gây ra,,,,,,https://www.sggp.org.vn/tang-cuong-chong-toi-pham-moi-truong-post656384.html,2025-12-06T14:43:33.900482
2021-10-26,Tràn dầu,,"Nghệ An, Hải Phòng","Nghệ An, Hải Phòng",Không xác định,TPHCM: Tìm thấy thi thể nạn nhân trong vụ chìm sà lan ở huyện Cần Giờ,Sài Gòn Giải Phóng,Thiên tai môi trường – con người gây ra,,,1 người mất tích,,,https://www.sggp.org.vn/tphcm-tim-thay-thi-the-nan-nhan-trong-vu-chim-sa-lan-o-huyen-can-gio-post614873.html,2025-12-06T14:43:35.186033
2021-08-14,Tràn dầu,,,Không xác định,Không xác định,Công bố báo cáo hiện trạng môi trường biển và hải đảo,Sài Gòn Giải Phóng,Thiên tai môi trường – con người gây ra,,,,,,https://www.sggp.org.vn/cong-bo-bao-cao-hien-trang-moi-truong-bien-va-hai-dao-post605909.html,2025-12-06T14:43:38.304034
2025-06-23,Tràn dầu,,Khánh Hòa,Khánh Hòa,Không xác định,Lật tàu chở 50 tấn vật liệu xây dựng ra đảo Nhơn Châu,Sài Gòn Giải Phóng,Thiên tai môi trường – con người gây ra,,,,,,https://www.sggp.org.vn/lat-tau-cho-50-tan-vat-lieu-xay-dung-ra-dao-nhon-chau-post800680.html,2025-12-06T14:43:41.017486
2020-02-21,Tràn dầu,,Quảng Nam,Quảng Nam,Không xác định,"Sợ ô nhiễm môi trường, người dân tiếp tục không cho Nhà máy Cồn Đại Tân hoạt động",Sài Gòn Giải Phóng,Thiên tai môi trường – con người gây ra,,,,,,https://www.sggp.org.vn/so-o-nhiem-moi-truong-nguoi-dan-tiep-tuc-khong-cho-nha-may-con-dai-tan-hoat-dong-post547388.html,2025-12-06T14:43:41.673241
2021-03-21,Tràn dầu,,"Đồng Nai, Bình Thuận","Đồng Nai, Bình Thuận",Không xác định,4.000 lít dầu lẫn nước trong con tàu chở tro bay nhiệt điện bị chìm đã được hút xong,Sài Gòn Giải Phóng,Thiên tai môi trường – con người gây ra,,,,,,https://www.sggp.org.vn/4000-lit-dau-lan-nuoc-trong-con-tau-cho-tro-bay-nhiet-dien-bi-chim-da-duoc-hut-xong-post587770.html,2025-12-06T14:43:42.320324
