date,disaster_type,location,title,source,category,wind_speed,rainfall,casualties,damages,forecast,url,scrape_time
2024-11-04,Tràn dầu,Thừa Thiên Huế,Diễn tập ứng cứu tàu hàng đâm tàu cá trên biển,Sài Gòn Giải Phóng,Thiên tai môi trường – con người gây ra,,,,,,https://www.sggp.org.vn/dien-tap-ung-cuu-tau-hang-dam-tau-ca-tren-bien-post766748.html,2025-12-06T14:44:09.102742
2023-03-10,Tràn dầu,,Thủ tướng yêu cầu hoàn thiện Chiến lược quốc gia phòng thủ dân sự,Sài Gòn Giải Phóng,Thiên tai môi trường – con người gây ra,,,,5.065 tỷ đồng,"Trong đó có vấn đề xã hội hóa nguồn lực đầu tư cho PTDS còn hạn chế; công tác dự báo, cảnh báo còn hạn chế; phương án ứng phó với từng loại thảm họa, sự cố có nơi xây dựng chưa sát với điều kiện, tình hình thực tế của địa bàn; phương châm ""bốn tại chỗ"", ""ba sẵn sàng"" nhiều nơi còn tính hình thức",https://www.sggp.org.vn/thu-tuong-yeu-cau-hoan-thien-chien-luoc-quoc-gia-phong-thu-dan-su-post681569.html,2025-12-06T14:44:09.762444
2021-08-31,Tràn dầu,"Quảng Ninh, Quảng Bình",Xuất hiện vệt dầu loang dài 2km ở Quảng Bình,Sài Gòn Giải Phóng,Thiên tai môi trường – con người gây ra,,,,,,https://www.sggp.org.vn/xuat-hien-vet-dau-loang-dai-2km-o-quang-binh-post608119.html,2025-12-06T14:44:10.377932
2022-04-21,Tràn dầu,"Hải Phòng, Quảng Ngãi, Khánh Hòa, Ninh Thuận, Đồng Nai","Chìm tàu do va chạm tại vịnh Phan Rang, khẩn trương ứng phó sự cố tràn dầu",Sài Gòn Giải Phóng,Thiên tai môi trường – con người gây ra,,,,,,https://www.sggp.org.vn/chim-tau-do-va-cham-tai-vinh-phan-rang-khan-truong-ung-pho-su-co-tran-dau-post634102.html,2025-12-06T14:44:10.997711
2021-08-08,Tràn dầu,"Ninh Thuận, Bình Thuận",Khẩn trương cứu hộ tàu biển trọng tải gần 1.000 tấn gặp nạn,Sài Gòn Giải Phóng,Thiên tai môi trường – con người gây ra,,,,,,https://www.sggp.org.vn/khan-truong-cuu-ho-tau-bien-trong-tai-gan-1000-tan-gap-nan-post605178.html,2025-12-06T14:44:11.628496
2021-10-21,Tràn dầu,Quảng Trị,Cận cảnh cứu hộ tàu hàng nước ngoài mắc cạn trên vùng biển Quảng Trị,Sài Gòn Giải Phóng,Thiên tai môi trường – con người gây ra,,,,,,https://www.sggp.org.vn/can-canh-cuu-ho-tau-hang-nuoc-ngoai-mac-can-tren-vung-bien-quang-tri-post614340.html,2025-12-06T14:44:12.271394
2025-05-11,Tràn dầu,Tây Ninh,"Rà soát, báo cáo nguyên nhân các sự cố đường bộ, đường thủy, hàng không",Sài Gòn Giải Phóng,Thiên tai môi trường – con người gây ra,,,,,,https://www.sggp.org.vn/ra-soat-bao-cao-nguyen-nhan-cac-su-co-duong-bo-duong-thuy-hang-khong-post794767.html,2025-12-06T14:44:12.902377
2020-11-14,Tràn dầu,"Quảng Ninh, Quảng Bình, Quảng Trị, Đà Nẵng, Quảng Ngãi",Hàng trăm người dân đảo Cồn Cỏ di tản xuống hầm trú bão,Sài Gòn Giải Phóng,Thiên tai môi trường – con người gây ra,cấp 10,,,,"Tuy nhiên, bão số 13 dự báo sẽ rất mạnh, để đảm bảo an toàn, các lực lượng trên đảo thống nhất sử dụng hầm trú bão",https://www.sggp.org.vn/hang-tram-nguoi-dan-dao-con-co-di-tan-xuong-ham-tru-bao-post575181.html,2025-12-06T14:44:13.566792
2020-12-18,Tràn dầu,Bình Thuận,"Vụ tàu của Panama chìm trên biển Phú Quý: Phát hiện 2 thi thể, còn 2 thủy thủ mất tích",Sài Gòn Giải Phóng,Thiên tai môi trường – con người gây ra,,,,,,https://www.sggp.org.vn/vu-tau-cua-panama-chim-tren-bien-phu-quy-phat-hien-2-thi-the-con-2-thuy-thu-mat-tich-post578739.html,2025-12-06T14:44:14.191139
2025-10-27,Tràn dầu,"Thanh Hóa, Đà Nẵng, Khánh Hòa",Ứng cứu thành công 6 người đi rừng mắc kẹt vì mưa lũ,Sài Gòn Giải Phóng,Thiên tai môi trường – con người gây ra,,,,,,https://www.sggp.org.vn/ung-cuu-thanh-cong-6-nguoi-di-rung-mac-ket-vi-mua-lu-post820203.html,2025-12-06T14:44:14.849071
2024-06-13,Tràn dầu,"Hải Phòng, Thừa Thiên Huế, Quảng Ngãi",Diễn tập ứng phó sự cố tràn dầu tại vịnh Chân Mây,Sài Gòn Giải Phóng,Thiên tai môi trường – con người gây ra,,,,,,https://www.sggp.org.vn/dien-tap-ung-pho-su-co-tran-dau-tai-vinh-chan-may-post744357.html,2025-12-06T14:44:16.100337
2024-09-20,Tràn dầu,,"Tàu cá bị đâm chìm trên vùng biển Côn Đảo, 2 thuyền viên mất tích",Sài Gòn Giải Phóng,Thiên tai môi trường – con người gây ra,,,,,,https://www.sggp.org.vn/tau-ca-bi-dam-chim-tren-vung-bien-con-dao-2-thuyen-vien-mat-tich-post759950.html,2025-12-06T14:44:16.719937
2025-05-02,Tràn dầu,Bình Định,"Tàu cá chìm trên vùng biển Côn Đảo, 10 ngư dân được cứu",Sài Gòn Giải Phóng,Thiên tai môi trường – con người gây ra,,,,,,https://www.sggp.org.vn/tau-ca-chim-tren-vung-bien-con-dao-10-ngu-dan-duoc-cuu-post793566.html,2025-12-06T14:44:17.356236
2024-12-21,Tràn dầu,"Quảng Ninh, Bình Định",Cứu kịp thời 14 người trên tàu hàng bị sóng đánh chìm ở biển Bình Định,Sài Gòn Giải Phóng,Thiên tai môi trường – con người gây ra,,,,,,https://www.sggp.org.vn/cuu-kip-thoi-14-nguoi-tren-tau-hang-bi-song-danh-chim-o-bien-binh-dinh-post774186.html,2025-12-06T14:44:17.992939
2024-08-02,Tràn dầu,Ninh Thuận,Vụ 4 tàu cá bị cháy ở Ninh Thuận: Do chập điện,Sài Gòn Giải Phóng,Thiên tai môi trường – con người gây ra,,,,3 tỷ đồng,,https://www.sggp.org.vn/vu-4-tau-ca-bi-chay-o-ninh-thuan-do-chap-dien-post752207.html,2025-12-06T14:44:18.626522
2022-08-06,Tràn dầu,,Cháy kho dầu lớn của Cuba do sét đánh,Sài Gòn Giải Phóng,Thiên tai môi trường – con người gây ra,,,,,,https://www.sggp.org.vn/chay-kho-dau-lon-cua-cuba-do-set-danh-post646654.html,2025-12-06T14:44:19.287489
2020-06-05,Tràn dầu,,Bọt biển chống dầu loang trên biển,Sài Gòn Giải Phóng,Thiên tai môi trường – con người gây ra,,,,,,https://www.sggp.org.vn/bot-bien-chong-dau-loang-tren-bien-post557706.html,2025-12-06T14:44:19.923918
2023-01-27,Tràn dầu,"Hải Phòng, Quảng Ngãi",Quảng Ngãi yêu cầu không để xảy ra sự cố tràn dầu từ tàu Hoàng Gia 46,Sài Gòn Giải Phóng,Thiên tai môi trường – con người gây ra,"cấp 6, giật cấp 7",,,,,https://www.sggp.org.vn/quang-ngai-yeu-cau-khong-de-xay-ra-su-co-tran-dau-tu-tau-hoang-gia-46-post676833.html,2025-12-06T14:44:20.554360
2025-02-25,Tràn dầu,Quảng Nam,Khẩn cấp ứng phó khoảng 30 tấn dầu trôi dạt vào vịnh biển Lăng Cô,Sài Gòn Giải Phóng,Thiên tai môi trường – con người gây ra,,,,,,https://www.sggp.org.vn/khan-cap-ung-pho-khoang-30-tan-dau-troi-dat-vao-vinh-bien-lang-co-post783452.html,2025-12-06T14:44:21.203582
2025-05-27,Tràn dầu,"Quảng Ninh, Thanh Hóa, Hà Tĩnh, Quảng Bình",Vụ chìm tàu hàng trên biển Hà Tĩnh: Yêu cầu lập phương án trục vớt và thu gom dầu trên tàu,Sài Gòn Giải Phóng,Thiên tai môi trường – con người gây ra,,,,,,https://www.sggp.org.vn/vu-chim-tau-hang-tren-bien-ha-tinh-yeu-cau-lap-phuong-an-truc-vot-va-thu-gom-dau-tren-tau-post796977.html,2025-12-06T14:44:21.823085
2015-01-03,Tràn dầu,Hà Nội,"Tàu dầu đâm tàu hàng, gây tràn dầu ngoài khơi Singapore",VietnamNet,Thiên tai môi trường – con người gây ra,,,,,,https://vietnamnet.vn/tau-dau-dam-tau-hang-gay-tran-dau-ngoai-khoi-singapore-V27740.html,2025-12-06T14:44:25.710512
2011-04-07,Tràn dầu,Quảng Nam,Nguy cơ tràn dầu sau vụ hai tàu đâm nhau trên biển,VietnamNet,Thiên tai môi trường – con người gây ra,,,,,,https://vietnamnet.vn/nguy-co-tran-dau-sau-vu-hai-tau-dam-nhau-tren-bien-15749.html,2025-12-06T14:44:26.329031
2010-12-14,Tràn dầu,Quảng Ngãi,Tàu bị nạn gây tràn dầu vùng biển Lý Sơn,VietnamNet,Thiên tai môi trường – con người gây ra,,,,,,https://vietnamnet.vn/tau-bi-nan-gay-tran-dau-vung-bien-ly-son-3057.html,2025-12-06T14:44:27.578124
2016-04-26,Tràn dầu,"Nghệ An, Hà Tĩnh, Quảng Bình, Quảng Trị, Thừa Thiên Huế","Loại trừ nguyên nhân cá chết do tràn dầu, động đất",VietnamNet,Thiên tai môi trường – con người gây ra,,,,,,https://vietnamnet.vn/loai-tru-nguyen-nhan-ca-chet-do-tran-dau-dong-dat-301486.html,2025-12-06T14:44:28.886321
2017-02-02,Tràn dầu,,"Chiến hạm 1 tỷ USD của Mỹ mắc cạn ngoài khơi Nhật Bản, gây tràn dầu",VietnamNet,Thiên tai môi trường – con người gây ra,,,,,,https://vietnamnet.vn/chien-ham-1-ty-usd-cua-my-mac-can-ngoai-khoi-nhat-ban-gay-tran-dau-V48707.html,2025-12-06T14:44:29.501044
2011-11-12,Tràn dầu,"Hải Phòng, Quảng Nam, Quảng Ngãi","Cháy tàu, nguy cơ tràn dầu trên biển Cù Lao Chàm",VietnamNet,Thiên tai môi trường – con người gây ra,,,,,,https://vietnamnet.vn/chay-tau-nguy-co-tran-dau-tren-bien-cu-lao-cham-48002.html,2025-12-06T14:44:30.117772
2024-12-27,Tràn dầu,"Quảng Ninh, Bình Định",Vụ chìm tàu Hoa Lư 02: Ứng phó nguy cơ tràn dầu,Dân Trí,Thiên tai môi trường – con người gây ra,,,,,,https://dantri.com.vn/thoi-su/vu-chim-tau-hoa-lu-02-ung-pho-nguy-co-tran-dau-20241227164858535.htm,2025-12-06T14:44:40.470540
2013-10-04,Tràn dầu,"Hà Tĩnh, Quảng Ngãi","Tàu nước ngoài mắc cạn có nguy cơ chìm, gây tràn dầu trên biển",Dân Trí,Thiên tai môi trường – con người gây ra,,,,,,https://dantri.com.vn/thoi-su/tau-nuoc-ngoai-mac-can-co-nguy-co-chim-gay-tran-dau-tren-bien-1381352527.htm,2025-12-06T14:44:41.722880
2017-03-30,Tràn dầu,,"Trạm biến áp tràn dầu, một phụ nữ đi đường bị bỏng",Dân Trí,Thiên tai môi trường – con người gây ra,,,,,,https://dantri.com.vn/thoi-su/tram-bien-ap-tran-dau-mot-phu-nu-di-duong-bi-bong-2017033008055901.htm,2025-12-06T14:44:42.586383
2007-12-07,Tràn dầu,,Thảm hoạ tràn dầu lớn nhất Hàn Quốc,Dân Trí,Thiên tai môi trường – con người gây ra,,,,,,https://dantri.com.vn/the-gioi/tham-hoa-tran-dau-lon-nhat-han-quoc-1197133578.htm,2025-12-06T14:44:43.831141
2017-02-02,Tràn dầu,,"Chiến hạm 1 tỷ USD của Mỹ mắc cạn ngoài khơi Nhật Bản, gây tràn dầu",Dân Trí,Thiên tai môi trường – con người gây ra,,,,,,https://dantri.com.vn/the-gioi/chien-ham-1-ty-usd-cua-my-mac-can-ngoai-khoi-nhat-ban-gay-tran-dau-20170202075044585.htm,2025-12-06T14:44:45.053933
2010-08-10,Tràn dầu,,"Ấn Độ: Tàu chở hàng lật nghiêng, gây tràn dầu ra biển",Dân Trí,Thiên tai môi trường – con người gây ra,,,,,,https://dantri.com.vn/the-gioi/an-do-tau-cho-hang-lat-nghieng-gay-tran-dau-ra-bien-1281673715.htm,2025-12-06T14:44:46.213879
2018-03-31,Tràn dầu,,Vật liệu cấu trúc hình lá có thể xử lý tràn dầu,Dân Trí,Thiên tai môi trường – con người gây ra,,,,,,https://dantri.com.vn/khoa-hoc/vat-lieu-cau-truc-hinh-la-co-the-xu-ly-tran-dau-20180331071012185.htm,2025-12-06T14:44:47.366074
2014-10-09,Tràn dầu,,Tai nạn tràn dầu đang phá hủy hệ sinh học biển Việt Nam,Dân Trí,Thiên tai môi trường – con người gây ra,,,,,,https://dantri.com.vn/cong-nghe/tai-nan-tran-dau-dang-pha-huy-he-sinh-hoc-bien-viet-nam-1413369845.htm,2025-12-06T14:44:48.431216
2021-03-17,Tràn dầu,"Bình Thuận, Đồng Nai","Tổng cục Môi trường giải đáp nỗi lo tràn dầu, tro xỉ sau vụ chìm tàu",Dân Trí,Thiên tai môi trường – con người gây ra,,,,,,https://dantri.com.vn/thoi-su/tong-cuc-moi-truong-giai-dap-noi-lo-tran-dau-tro-xi-sau-vu-chim-tau-20210317162327795.htm,2025-12-06T14:44:49.642921
2024-06-12,Tràn dầu,"Hải Phòng, Thừa Thiên Huế, Quảng Ngãi, Trường Sa",Hơn 1.000 người tham gia diễn tập ứng phó sự cố tràn dầu tại cảng Chân Mây,Dân Trí,Thiên tai môi trường – con người gây ra,,,,,,https://dantri.com.vn/thoi-su/hon-1000-nguoi-tham-gia-dien-tap-ung-pho-su-co-tran-dau-tai-cang-chan-may-20240612174344646.htm,2025-12-06T14:44:50.499301
2010-04-26,Tràn dầu,,Mỹ đối mặt với thảm hoạ tràn dầu sau vụ chìm dàn khoan,Dân Trí,Thiên tai môi trường – con người gây ra,,,,,,https://dantri.com.vn/the-gioi/my-doi-mat-voi-tham-hoa-tran-dau-sau-vu-chim-dan-khoan-1272525010.htm,2025-12-06T14:44:51.373961
2024-07-25,Tràn dầu,,"Tàu chở dầu bị lật, chìm ngoài khơi Philippines",Dân Trí,Thiên tai môi trường – con người gây ra,,,1 người mất tích,,,https://dantri.com.vn/the-gioi/tau-cho-dau-bi-lat-chim-ngoai-khoi-philippines-20240725111011429.htm,2025-12-06T14:44:52.620268
2016-04-26,Tràn dầu,"Nghệ An, Hà Tĩnh, Quảng Bình, Quảng Trị, Thừa Thiên Huế","Cá chết ở miền Trung: Loại bỏ nguyên nhân do tràn dầu, động đất, sóng thần",Dân Trí,Thiên tai môi trường – con người gây ra,,,,,,https://dantri.com.vn/kinh-doanh/ca-chet-o-mien-trung-loai-bo-nguyen-nhan-do-tran-dau-dong-dat-song-than-20160426134719885.htm,2025-12-06T14:44:53.715011
2021-11-15,Tràn dầu,Quảng Trị,"Hút toàn bộ dầu khỏi tàu Glory Future 28.000 tấn, ngăn sự cố tràn dầu",Dân Trí,Thiên tai môi trường – con người gây ra,,,,,,https://dantri.com.vn/thoi-su/vu-tau-nuoc-ngoai-nghin-tan-mac-can-hut-toan-bo-dau-khoi-tau-20211115154936205.htm,2025-12-06T14:44:54.649497
2024-06-20,Tràn dầu,Quảng Ninh,"Diễn tập chữa cháy, ứng phó sự cố tràn dầu trên vịnh Hạ Long",Dân Trí,Thiên tai môi trường – con người gây ra,,,,,,https://dantri.com.vn/thoi-su/dien-tap-chua-chay-ung-pho-su-co-tran-dau-tren-vinh-ha-long-20240620171815072.htm,2025-12-06T14:44:55.711458
2025-05-08,Tràn dầu,,Nhiều bè cá bị ảnh hưởng sau sự cố tràn dầu ở huyện Cần Giờ,Dân Trí,Thiên tai môi trường – con người gây ra,,,,,,https://dantri.com.vn/thoi-su/nhieu-be-ca-bi-anh-huong-sau-su-co-tran-dau-o-huyen-can-gio-20250508131549456.htm,2025-12-06T14:44:56.782373
2010-10-20,Tràn dầu,Phú Yên,Phạt 40 triệu đồng tàu làm tràn dầu ra cảng Vũng Rô,Dân Trí,Thiên tai môi trường – con người gây ra,,,,,,https://dantri.com.vn/thoi-su/phat-40-trieu-dong-tau-lam-tran-dau-ra-cang-vung-ro-1287847823.htm,2025-12-06T14:44:58.300075
2012-01-08,Tràn dầu,,"New Zealand: Tàu gãy làm đôi, nguy cơ tràn dầu mới",Dân Trí,Thiên tai môi trường – con người gây ra,,,,,,https://dantri.com.vn/the-gioi/new-zealand-tau-gay-lam-doi-nguy-co-tran-dau-moi-1326369989.htm,2025-12-06T14:44:59.642737
2007-02-08,Tràn dầu,,Vụ tràn dầu: Sẽ truy tìm thủ phạm để buộc bồi thường,Dân Trí,Thiên tai môi trường – con người gây ra,,,,,,https://dantri.com.vn/thoi-su/vu-tran-dau-se-truy-tim-thu-pham-de-buoc-boi-thuong-1170990064.htm,2025-12-06T14:45:00.532095
2019-06-29,Tràn dầu,Đà Nẵng,Gần 200 người diễn tập ứng phó sự cố tràn dầu,Dân Trí,Thiên tai môi trường – con người gây ra,,,,,,https://dantri.com.vn/thoi-su/gan-200-nguoi-dien-tap-ung-pho-su-co-tran-dau-20190629215934112.htm,2025-12-06T14:45:01.357459
2016-11-17,Tràn dầu,Hà Nội,Vụ nổ bốt điện làm 5 người bỏng: Do máy biến áp tràn dầu?,Dân Trí,Thiên tai môi trường – con người gây ra,,,,,,https://dantri.com.vn/thoi-su/vu-no-bot-dien-lam-5-nguoi-bong-do-may-bien-ap-tran-dau-20161117215821806.htm,2025-12-06T14:45:02.656737
2024-03-25,Tràn dầu,"Hải Phòng, Đà Nẵng, Quảng Nam",Quảng Nam: Vụ tàu chở 3.000 tấn xi măng bị chìm: Đang xây dựng phương án xử lý dầu,Dân Trí,Thiên tai môi trường – con người gây ra,,,,,,https://dantri.com.vn/thoi-su/chua-the-tiep-can-tau-cho-3000-tan-xi-mang-bi-chim-tren-bien-20240325115056136.htm,2025-12-06T14:45:03.847052
2015-01-13,Tràn dầu,Quảng Ninh,TP Uông Bí chỉ đạo khắc phục sự cố tràn dầu trên sông Uông,Dân Trí,Thiên tai môi trường – con người gây ra,,,,,,https://dantri.com.vn/thoi-su/tp-uong-bi-chi-dao-khac-phuc-su-co-tran-dau-tren-song-uong-1421788563.htm,2025-12-06T14:45:04.964253
2022-09-09,Tràn dầu,,Tàu chở hơn 1.000 tấn dầu nguy cơ chìm ở vùng biển Thái Bình,Dân Trí,Thiên tai môi trường – con người gây ra,,,,,,https://dantri.com.vn/thoi-su/tau-cho-hon-1000-tan-dau-nguy-co-chim-o-vung-bien-thai-binh-20220909101646158.htm,2025-12-06T14:45:06.242178
2016-07-27,Tràn dầu,Quảng Ninh,"Quảng Ninh họp khẩn, cảnh báo sự cố tràn dầu khi bão đổ bộ",Dân Trí,Thiên tai môi trường – con người gây ra,cấp 9,,,,"Quảng Ninh họp khẩn, cảnh báo sự cố tràn dầu khi bão đổ bộ
(Dân trí) - Theo cảnh báo của Trung tâm Dự báo khí tượng thuỷ văn, chiều tối và đêm nay, 27/7, cơn bão số 1 sẽ đổ bộ vào tỉnh Quảng Ninh, sức gió giật cấp 9 - 10",https://dantri.com.vn/thoi-su/quang-ninh-hop-khan-canh-bao-su-co-tran-dau-khi-bao-do-bo-20160727070607585.htm,2025-12-06T14:45:07.124245
2009-09-28,Tràn dầu,Đà Nẵng,"Kho xăng tràn dầu, dân đổ xô đi “mót”",Dân Trí,Thiên tai môi trường – con người gây ra,,,,,,https://dantri.com.vn/thoi-su/kho-xang-tran-dau-dan-do-xo-di-mot-1254347938.htm,2025-12-06T14:45:08.042022
2020-06-20,Tràn dầu,,"Sự cố tràn dầu chưa từng có khiến Nga thiệt hại 1,4 tỷ USD",Dân Trí,Thiên tai môi trường – con người gây ra,,,,,,https://dantri.com.vn/kinh-doanh/su-co-tran-dau-chua-tung-co-khien-nga-thiet-hai-14-ty-usd-20200620095247683.htm,2025-12-06T14:45:09.410782
2021-10-13,Tràn dầu,,Con tàu trôi dạt trên Biển Đỏ đe dọa nguồn sống của 9 triệu người,Dân Trí,Thiên tai môi trường – con người gây ra,,,,,"Tạp chí Nature Sustainability đầu tuần này dự báo, nếu con tàu bị vỡ, bị chìm hoặc rò rỉ dầu có thể kéo theo hệ quả nghiêm trọng về kinh tế, môi trường",https://dantri.com.vn/the-gioi/con-tau-troi-dat-tren-bien-do-de-doa-nguon-song-cua-9-trieu-nguoi-20211013134235899.htm,2025-12-06T14:45:10.602760
2007-12-08,Tràn dầu,,Biển biến thành màu đen trong thảm hoạ tràn dầu Hàn Quốc,Dân Trí,Thiên tai môi trường – con người gây ra,,,,,,https://dantri.com.vn/the-gioi/bien-bien-thanh-mau-den-trong-tham-hoa-tran-dau-han-quoc-1197200854.htm,2025-12-06T14:45:11.802793
2011-05-21,Tràn dầu,"Quảng Ngãi, Trường Sa",Phạt 60 triệu đồng vụ tràn dầu FO ra sông Trà Khúc,Dân Trí,Thiên tai môi trường – con người gây ra,,,,,,https://dantri.com.vn/thoi-su/phat-60-trieu-dong-vu-tran-dau-fo-ra-song-tra-khuc-1306256362.htm,2025-12-06T14:45:13.082447
2013-07-12,Tràn dầu,Bình Định,"Vớt tàu chìm nghi là ""thủ phạm"" gây tràn dầu trên biển",Dân Trí,Thiên tai môi trường – con người gây ra,,,,,,https://dantri.com.vn/thoi-su/vot-tau-chim-nghi-la-thu-pham-gay-tran-dau-tren-bien-1374051289.htm,2025-12-06T14:45:14.289887
2007-02-05,Tràn dầu,Quảng Nam,Miền Trung ảnh hưởng nặng sau sự cố tràn dầu,Dân Trí,Thiên tai môi trường – con người gây ra,,,,,,https://dantri.com.vn/thoi-su/mien-trung-anh-huong-nang-sau-su-co-tran-dau-1170748798.htm,2025-12-06T14:45:15.417055
2012-03-04,Tràn dầu,,BP phải đền bù gần 8 tỷ USD vì thảm họa tràn dầu,Dân Trí,Thiên tai môi trường – con người gây ra,,,,,,https://dantri.com.vn/kinh-doanh/bp-phai-den-bu-gan-8-ty-usd-vi-tham-hoa-tran-dau-1331146826.htm,2025-12-06T14:45:16.268273
2010-04-05,Tràn dầu,Biển Đông,"Tàu Trung Quốc mắc cạn, tràn dầu ra biển Australia",Dân Trí,Thiên tai môi trường – con người gây ra,,,,,,https://dantri.com.vn/the-gioi/tau-trung-quoc-mac-can-tran-dau-ra-bien-australia-1270693338.htm,2025-12-06T14:45:17.609899
2020-06-04,Tràn dầu,Trường Sa,Tổng thống Putin ban bố tình trạng khẩn cấp quốc gia vì sự cố tràn dầu,Dân Trí,Thiên tai môi trường – con người gây ra,,,,,,https://dantri.com.vn/the-gioi/tong-thong-putin-ban-bo-tinh-trang-khan-cap-quoc-gia-vi-su-co-tran-dau-20200604145039337.htm,2025-12-06T14:45:18.645966
2025-05-29,Tràn dầu,Trường Sa,TPHCM yêu cầu chủ tàu làm sạch đường bờ sau sự cố tràn dầu ở Cần Giờ,Dân Trí,Thiên tai môi trường – con người gây ra,,,,,,https://dantri.com.vn/thoi-su/tphcm-yeu-cau-chu-tau-lam-sach-duong-bo-sau-su-co-tran-dau-o-can-gio-20250529093701481.htm,2025-12-06T14:45:19.558861
2011-04-20,Tràn dầu,Quảng Ngãi,"Tràn dầu FO, sông Trà Khúc bị đe dọa",Dân Trí,Thiên tai môi trường – con người gây ra,,,,,,https://dantri.com.vn/thoi-su/tran-dau-fo-song-tra-khuc-bi-de-doa-1303596819.htm,2025-12-06T14:45:20.702092
2020-10-27,Tràn dầu,"Hải Phòng, Bình Định",Hút 10.000 lít dầu trong con tàu mắc cạn trên biển,Dân Trí,Thiên tai môi trường – con người gây ra,,,,,,https://dantri.com.vn/thoi-su/hut-10000-lit-dau-trong-con-tau-mac-can-tren-bien-20201026223534742.htm,2025-12-06T14:45:21.548652
2009-01-02,Tràn dầu,Đà Nẵng,Sự cố tràn dầu gây thiệt hại lớn và lâu dài,Dân Trí,Thiên tai môi trường – con người gây ra,,,,,,https://dantri.com.vn/thoi-su/su-co-tran-dau-gay-thiet-hai-lon-va-lau-dai-1231058567.htm,2025-12-06T14:45:22.600779
2007-02-02,Tràn dầu,"Đà Nẵng, Quảng Nam",Du khách đồng loạt rời Hội An sau sự cố tràn dầu,Dân Trí,Thiên tai môi trường – con người gây ra,,,,,,https://dantri.com.vn/thoi-su/du-khach-dong-loat-roi-hoi-an-sau-su-co-tran-dau-1170459037.htm,2025-12-06T14:45:23.455348
2025-05-04,Tràn dầu,,Cứu rừng ngập mặn Cần Giờ trước sự cố tràn dầu,Dân Trí,Thiên tai môi trường – con người gây ra,,,,,,https://dantri.com.vn/thoi-su/cuu-rung-ngap-man-can-gio-truoc-su-co-tran-dau-20250504133210217.htm,2025-12-06T14:45:24.536893
2007-02-12,Tràn dầu,Biển Đông,Đề nghị các nước bạn tìm nguyên nhân tràn dầu,Dân Trí,Thiên tai môi trường – con người gây ra,,,,,,https://dantri.com.vn/thoi-su/de-nghi-cac-nuoc-ban-tim-nguyen-nhan-tran-dau-1171333427.htm,2025-12-06T14:45:25.632318
2016-10-18,Tràn dầu,Quảng Nam,Hàng trăm người tham gia diễn tập ứng phó sự cố tràn dầu,Dân Trí,Thiên tai môi trường – con người gây ra,,,,,,https://dantri.com.vn/thoi-su/hang-tram-nguoi-tham-gia-dien-tap-ung-pho-su-co-tran-dau-20161018200846939.htm,2025-12-06T14:45:26.757879
2010-11-07,Tràn dầu,,Giới luật sư “vớ bẫm” nhờ vụ tràn dầu của BP,Dân Trí,Thiên tai môi trường – con người gây ra,,,,,,https://dantri.com.vn/kinh-doanh/gioi-luat-su-vo-bam-nho-vu-tran-dau-cua-bp-1289380108.htm,2025-12-06T14:45:28.123779
2010-12-14,Tràn dầu,"Hải Phòng, Đà Nẵng, Quảng Ngãi, Biển Đông, Trường Sa",Sự cố tràn dầu đe dọa vùng biển miền Trung,Dân Trí,Thiên tai môi trường – con người gây ra,,,,,,https://dantri.com.vn/thoi-su/su-co-tran-dau-de-doa-vung-bien-mien-trung-1292621743.htm,2025-12-06T14:45:28.990654
2020-06-07,Tràn dầu,,Mỹ đề nghị giúp Nga xử lý sự cố tràn dầu,Dân Trí,Thiên tai môi trường – con người gây ra,,,,,,https://dantri.com.vn/the-gioi/my-de-nghi-giup-nga-xu-ly-su-co-tran-dau-20200607065820112.htm,2025-12-06T14:45:30.134151
2018-03-11,Tràn dầu,Hải Phòng,"Lai dắt tàu xăng bị cháy về khu an toàn, chống tràn dầu ra sông",Dân Trí,Thiên tai môi trường – con người gây ra,,,,,,https://dantri.com.vn/thoi-su/lai-dat-tau-xang-bi-chay-ve-khu-an-toan-chong-tran-dau-ra-song-20180311180955732.htm,2025-12-06T14:45:30.983986
2009-05-08,Tràn dầu,Bình Định,Tập trung xử lý sự cố tràn dầu trên biển,Dân Trí,Thiên tai môi trường – con người gây ra,,,,,,https://dantri.com.vn/thoi-su/tap-trung-xu-ly-su-co-tran-dau-tren-bien-1241962990.htm,2025-12-06T14:45:31.875683
2019-12-15,Tràn dầu,Quảng Nam,Nhà máy cồn bị tràn dầu thải chỉ được hoạt động lại khi có giấy phép xả thải,Dân Trí,Thiên tai môi trường – con người gây ra,,,,,,https://dantri.com.vn/thoi-su/nha-may-con-bi-tran-dau-thai-chi-duoc-hoat-dong-lai-khi-co-giay-phep-xa-thai-20191215102529048.htm,2025-12-06T14:45:32.812522
2011-10-03,Tràn dầu,"Ninh Thuận, Bình Thuận","Bờ ta-luy kè nghiêng làm đổ tàu cá, tràn dầu ra biển",Dân Trí,Thiên tai môi trường – con người gây ra,,,,,,https://dantri.com.vn/thoi-su/bo-ta-luy-ke-nghieng-lam-do-tau-ca-tran-dau-ra-bien-1317940185.htm,2025-12-06T14:45:33.811569
